Station,sampleDateTime,pressure_mb,Temperature_C,Comment
PC,2015-09-04 06:27:48,1038.808,21.183,
PC,2015-09-04 06:39:48,1039.158,21.53,
PC,2015-09-04 06:51:48,1038.983,22.03,
PC,2015-09-04 07:03:48,1039.217,22.607,
PC,2015-09-04 07:15:48,1039.333,23.153,
PC,2015-09-04 07:27:48,1039.158,23.863,
PC,2015-09-04 07:39:48,1039.45,24.67,
PC,2015-09-04 07:51:48,1039.45,25.41,
PC,2015-09-04 08:03:48,1039.275,26.07,
PC,2015-09-04 08:15:48,1039.45,26.613,
PC,2015-09-04 08:27:48,1039.275,27.107,
PC,2015-09-04 08:39:48,1039.625,27.543,
PC,2015-09-04 08:51:48,1039.625,28.003,
PC,2015-09-04 09:03:48,1040.15,28.44,
PC,2015-09-04 09:15:48,1040.15,28.743,
PC,2015-09-04 09:27:48,1040.383,29.037,
PC,2015-09-04 09:39:48,1040.733,29.333,
PC,2015-09-04 09:51:48,1040.733,29.64,
PC,2015-09-04 10:03:48,1040.733,29.947,
PC,2015-09-04 10:15:48,1040.733,30.22,
PC,2015-09-04 10:27:48,1041.025,30.51,
PC,2015-09-04 10:39:48,1040.908,30.737,
PC,2015-09-04 10:51:48,1040.85,30.903,
PC,2015-09-04 11:03:48,1041.258,31.093,
PC,2015-09-04 11:15:48,1041.083,31.347,
PC,2015-09-04 11:27:48,1041.258,31.66,
PC,2015-09-04 11:39:48,1041.258,31.857,
PC,2015-09-04 11:51:48,1041.025,31.98,
PC,2015-09-04 12:03:48,1040.908,32.053,
PC,2015-09-04 12:15:48,1041.258,32.127,
PC,2015-09-04 12:27:48,1041.258,32.133,
PC,2015-09-04 12:39:48,1041.258,32.06,
PC,2015-09-04 12:51:48,1040.908,31.83,
PC,2015-09-04 13:03:48,1041.025,31.763,
PC,2015-09-04 13:15:48,1041.083,31.683,
PC,2015-09-04 13:27:48,1040.908,31.713,
PC,2015-09-04 13:39:48,1040.675,31.67,
PC,2015-09-04 13:51:48,1040.5,31.507,
PC,2015-09-04 14:03:48,1040.733,31.303,
PC,2015-09-04 14:15:48,1040.5,31.073,
PC,2015-09-04 14:27:48,1040.733,31.1,
PC,2015-09-04 14:39:48,1040.558,31.16,
PC,2015-09-04 14:51:48,1040.733,31.347,
PC,2015-09-04 15:03:48,1040.85,31.457,
PC,2015-09-04 15:15:48,1040.558,31.537,
PC,2015-09-04 15:27:48,1040.85,31.56,
PC,2015-09-04 15:39:48,1040.908,31.407,
PC,2015-09-04 15:51:48,1040.908,31.013,
PC,2015-09-04 16:03:48,1041.258,30.76,
PC,2015-09-04 16:15:48,1040.908,30.793,
PC,2015-09-04 16:27:48,1041.433,30.7,
PC,2015-09-04 16:39:48,1041.433,30.307,
PC,2015-09-04 16:51:48,1041.433,29.877,
PC,2015-09-04 17:03:48,1041.842,29.293,
PC,2015-09-04 17:15:48,1042.017,28.807,
PC,2015-09-04 17:27:48,1042.017,28.383,
PC,2015-09-04 17:39:48,1041.842,28,
PC,2015-09-04 17:51:48,1041.725,27.723,
PC,2015-09-04 18:03:48,1041.842,27.44,
PC,2015-09-04 18:15:48,1041.842,27.167,
PC,2015-09-04 18:27:48,1041.667,26.927,
PC,2015-09-04 18:39:48,1041.725,26.703,
PC,2015-09-04 18:51:48,1042.017,26.473,
PC,2015-09-04 19:03:48,1042.075,26.287,
PC,2015-09-04 19:15:48,1042.25,26.113,
PC,2015-09-04 19:27:48,1042.483,25.96,
PC,2015-09-04 19:39:48,1043.008,25.857,
PC,2015-09-04 19:51:48,1043.008,25.743,
PC,2015-09-04 20:03:48,1043.008,25.653,
PC,2015-09-04 20:15:48,1043.358,25.543,
PC,2015-09-04 20:27:48,1043.533,25.433,
PC,2015-09-04 20:39:48,1043.767,25.39,
PC,2015-09-04 20:51:48,1043.592,25.333,
PC,2015-09-04 21:03:48,1043.358,25.253,
PC,2015-09-04 21:15:48,1043.533,25.167,
PC,2015-09-04 21:27:48,1043.417,25.133,
PC,2015-09-04 21:39:48,1043.533,25.21,
PC,2015-09-04 21:51:48,1043.708,25.287,
PC,2015-09-04 22:03:48,1043.417,25.333,
PC,2015-09-04 22:15:48,1043.592,25.293,
PC,2015-09-04 22:27:48,1043.883,25.287,
PC,2015-09-04 22:39:48,1043.592,25.293,
PC,2015-09-04 22:51:48,1043.417,25.333,
PC,2015-09-04 23:03:48,1043.942,25.337,
PC,2015-09-04 23:15:48,1043.942,25.253,
PC,2015-09-04 23:27:48,1043.592,25.12,
PC,2015-09-04 23:39:48,1043.942,25.087,
PC,2015-09-04 23:51:48,1043.767,25.083,
PC,2015-09-05 00:03:48,1043.533,25.07,
PC,2015-09-05 00:15:48,1043.358,25.077,
PC,2015-09-05 00:27:48,1043.358,25.07,
PC,2015-09-05 00:39:48,1043.358,25.113,
PC,2015-09-05 00:51:48,1043.417,25.177,
PC,2015-09-05 01:03:48,1043.592,25.237,
PC,2015-09-05 01:15:48,1043.767,25.26,
PC,2015-09-05 01:27:48,1043.767,25.293,
PC,2015-09-05 01:39:48,1043.358,25.313,
PC,2015-09-05 01:51:48,1043.417,25.293,
PC,2015-09-05 02:03:48,1043.358,25.253,
PC,2015-09-05 02:15:48,1043.592,25.203,
PC,2015-09-05 02:27:48,1043.767,25.167,
PC,2015-09-05 02:39:48,1043.767,25.113,
PC,2015-09-05 02:51:48,1043.767,25.057,
PC,2015-09-05 03:03:48,1043.417,25.023,
PC,2015-09-05 03:15:48,1043.767,24.993,
PC,2015-09-05 03:27:48,1043.942,24.813,
PC,2015-09-05 03:39:48,1043.942,24.583,
PC,2015-09-05 03:51:48,1043.942,24.433,
PC,2015-09-05 04:03:48,1044.117,24.307,
PC,2015-09-05 04:15:48,1044.292,24.107,
PC,2015-09-05 04:27:48,1044.35,24.057,
PC,2015-09-05 04:39:48,1044.525,24.1,
PC,2015-09-05 04:51:48,1044.7,24.177,
PC,2015-09-05 05:03:48,1044.875,24.23,
PC,2015-09-05 05:15:48,1044.7,24.267,
PC,2015-09-05 05:27:48,1045.05,24.293,
PC,2015-09-05 05:39:48,1044.875,24.32,
PC,2015-09-05 05:51:48,1045.108,24.337,
PC,2015-09-05 06:03:48,1045.4,24.39,
PC,2015-09-05 06:15:48,1045.225,24.46,
PC,2015-09-05 06:27:48,1045.458,24.537,
PC,2015-09-05 06:39:48,1045.108,24.633,
PC,2015-09-05 06:51:48,1045.633,24.737,
PC,2015-09-05 07:03:48,1045.633,24.92,
PC,2015-09-05 07:15:48,1045.458,25.16,
PC,2015-09-05 07:27:48,1045.808,25.35,
PC,2015-09-05 07:39:48,1045.75,25.537,
PC,2015-09-05 07:51:48,1045.808,25.82,
PC,2015-09-05 08:03:48,1045.983,26.14,
PC,2015-09-05 08:15:48,1045.983,26.403,
PC,2015-09-05 08:27:48,1046.158,26.543,
PC,2015-09-05 08:39:48,1046.158,26.723,
PC,2015-09-05 08:51:48,1046.508,26.917,
PC,2015-09-05 09:03:48,1046.508,27.127,
PC,2015-09-05 09:15:48,1046.508,27.327,
PC,2015-09-05 09:27:48,1046.508,27.517,
PC,2015-09-05 09:39:48,1046.508,27.587,
PC,2015-09-05 09:51:48,1046.683,27.677,
PC,2015-09-05 10:03:48,1046.508,27.96,
PC,2015-09-05 10:15:48,1046.508,28.313,
PC,2015-09-05 10:27:48,1047.092,28.313,
PC,2015-09-05 10:39:48,1046.858,28.363,
PC,2015-09-05 10:51:48,1046.683,28.607,
PC,2015-09-05 11:03:48,1047.033,28.787,
PC,2015-09-05 11:15:48,1046.683,28.903,
PC,2015-09-05 11:27:48,1047.092,28.94,
PC,2015-09-05 11:39:48,1047.033,29.267,
PC,2015-09-05 11:51:48,1046.858,29.453,
PC,2015-09-05 12:03:48,1046.683,29.517,
PC,2015-09-05 12:15:48,1046.683,29.543,
PC,2015-09-05 12:27:48,1046.683,29.703,
PC,2015-09-05 12:39:48,1046.508,29.793,
PC,2015-09-05 12:51:48,1046.275,29.78,
PC,2015-09-05 13:03:48,1046.683,29.813,
PC,2015-09-05 13:15:48,1046.508,29.647,
PC,2015-09-05 13:27:48,1045.925,29.753,
PC,2015-09-05 13:39:48,1046.625,29.773,
PC,2015-09-05 13:51:48,1046.275,29.26,
PC,2015-09-05 14:03:48,1046.158,28.903,
PC,2015-09-05 14:15:48,1046.508,28.78,
PC,2015-09-05 14:27:48,1046.275,28.53,
PC,2015-09-05 14:39:48,1046.158,28.5,
PC,2015-09-05 14:51:48,1046.158,28.647,
PC,2015-09-05 15:03:48,1046.333,28.343,
PC,2015-09-05 15:15:48,1046.275,28.357,
PC,2015-09-05 15:27:48,1046.333,28.16,
PC,2015-09-05 15:39:48,1046.275,27.73,
PC,2015-09-05 15:51:48,1046.333,27.487,
PC,2015-09-05 16:03:48,1046.508,27.677,
PC,2015-09-05 16:15:48,1046.683,27.467,
PC,2015-09-05 16:27:48,1046.742,27.267,
PC,2015-09-05 16:39:48,1046.508,26.953,
PC,2015-09-05 16:51:48,1046.508,26.583,
PC,2015-09-05 17:03:48,1046.333,26.197,
PC,2015-09-05 17:15:48,1046.158,25.877,
PC,2015-09-05 17:27:48,1046.217,25.583,
PC,2015-09-05 17:39:48,1046.333,25.3,
PC,2015-09-05 17:51:48,1046.217,25.057,
PC,2015-09-05 18:03:48,1045.983,24.827,
PC,2015-09-05 18:15:48,1045.808,24.607,
PC,2015-09-05 18:27:48,1046.217,24.287,
PC,2015-09-05 18:39:48,1045.983,23.92,
PC,2015-09-05 18:51:48,1046.217,23.577,
PC,2015-09-05 19:03:48,1046.217,23.253,
PC,2015-09-05 19:15:48,1046.392,22.973,
PC,2015-09-05 19:27:48,1046.567,22.723,
PC,2015-09-05 19:39:48,1046.8,22.51,
PC,2015-09-05 19:51:48,1046.8,22.313,
PC,2015-09-05 20:03:48,1046.8,22.113,
PC,2015-09-05 20:15:48,1046.975,21.917,
PC,2015-09-05 20:27:48,1047.325,21.717,
PC,2015-09-05 20:39:48,1047.15,21.51,
PC,2015-09-05 20:51:48,1046.975,21.32,
PC,2015-09-05 21:03:48,1047.208,21.127,
PC,2015-09-05 21:15:48,1047.15,20.953,
PC,2015-09-05 21:27:48,1046.858,20.8,
PC,2015-09-05 21:39:48,1047.208,20.667,
PC,2015-09-05 21:51:48,1046.975,20.577,
PC,2015-09-05 22:03:48,1046.858,20.493,
PC,2015-09-05 22:15:48,1046.975,20.417,
PC,2015-09-05 22:27:48,1046.625,20.35,
PC,2015-09-05 22:39:48,1046.275,20.267,
PC,2015-09-05 22:51:48,1046.625,20.217,
PC,2015-09-05 23:03:48,1046.45,20.253,
PC,2015-09-05 23:15:48,1046.625,20.287,
PC,2015-09-05 23:27:48,1046.625,20.273,
PC,2015-09-05 23:39:48,1046.625,20.237,
PC,2015-09-05 23:51:48,1046.392,20.223,
PC,2015-09-06 00:03:48,1046.45,20.25,
PC,2015-09-06 00:15:48,1046.042,20.3,
PC,2015-09-06 00:27:48,1046.042,20.357,
PC,2015-09-06 00:39:48,1045.692,20.427,
PC,2015-09-06 00:51:48,1046.042,20.523,
PC,2015-09-06 01:03:48,1046.042,20.587,
PC,2015-09-06 01:15:48,1046.042,20.577,
PC,2015-09-06 01:27:48,1045.692,20.57,
PC,2015-09-06 01:39:48,1046.042,20.557,
PC,2015-09-06 01:51:48,1046.042,20.55,
PC,2015-09-06 02:03:48,1046.275,20.537,
PC,2015-09-06 02:15:48,1046.042,20.523,
PC,2015-09-06 02:27:48,1046.042,20.517,
PC,2015-09-06 02:39:48,1046.042,20.51,
PC,2015-09-06 02:51:48,1045.692,20.487,
PC,2015-09-06 03:03:48,1045.517,20.453,
PC,2015-09-06 03:15:48,1045.342,20.453,
PC,2015-09-06 03:27:48,1045.75,20.493,
PC,2015-09-06 03:39:48,1045.692,20.53,
PC,2015-09-06 03:51:48,1045.692,20.487,
PC,2015-09-06 04:03:48,1045.517,20.397,
PC,2015-09-06 04:15:48,1045.692,20.313,
PC,2015-09-06 04:27:48,1045.458,20.273,
PC,2015-09-06 04:39:48,1045.517,20.267,
PC,2015-09-06 04:51:48,1045.867,20.25,
PC,2015-09-06 05:03:48,1045.692,20.237,
PC,2015-09-06 05:15:48,1045.75,20.21,
PC,2015-09-06 05:27:48,1045.692,20.16,
PC,2015-09-06 05:39:48,1046.042,20.107,
PC,2015-09-06 05:51:48,1046.45,20.077,
PC,2015-09-06 06:03:48,1046.45,20.1,
PC,2015-09-06 06:15:48,1046.217,20.177,
PC,2015-09-06 06:27:48,1046.45,20.28,
PC,2015-09-06 06:39:48,1046.625,20.44,
PC,2015-09-06 06:51:48,1046.45,20.66,
PC,2015-09-06 07:03:48,1046.625,20.883,
PC,2015-09-06 07:15:48,1046.8,21.083,
PC,2015-09-06 07:27:48,1046.8,21.3,
PC,2015-09-06 07:39:48,1046.217,21.587,
PC,2015-09-06 07:51:48,1046.392,21.837,
PC,2015-09-06 08:03:48,1046.625,22.12,
PC,2015-09-06 08:15:48,1046.392,22.427,
PC,2015-09-06 08:27:48,1046.392,22.843,
PC,2015-09-06 08:39:48,1046.392,23.613,
PC,2015-09-06 08:51:48,1046.392,24.5,
PC,2015-09-06 09:03:48,1046.742,25.23,
PC,2015-09-06 09:15:48,1046.567,25.677,
PC,2015-09-06 09:27:48,1046.683,26.177,
PC,2015-09-06 09:39:48,1046.917,26.69,
PC,2015-09-06 09:51:48,1046.742,27.177,
PC,2015-09-06 10:03:48,1047.092,27.587,
PC,2015-09-06 10:15:48,1047.092,27.833,
PC,2015-09-06 10:27:48,1047.092,27.987,
PC,2015-09-06 10:39:48,1047.267,28.083,
PC,2015-09-06 10:51:48,1046.917,28.1,
PC,2015-09-06 11:03:48,1047.092,28.183,
PC,2015-09-06 11:15:48,1047.033,28.293,
PC,2015-09-06 11:27:48,1046.858,28.417,
PC,2015-09-06 11:39:48,1046.683,28.703,
PC,2015-09-06 11:51:48,1047.092,29.003,
PC,2015-09-06 12:03:48,1047.033,29.3,
PC,2015-09-06 12:15:48,1046.683,29.723,
PC,2015-09-06 12:27:48,1047.033,29.94,
PC,2015-09-06 12:39:48,1046.683,30.067,
PC,2015-09-06 12:51:48,1046.683,30.3,
PC,2015-09-06 13:03:48,1046.508,30.643,
PC,2015-09-06 13:15:48,1046.858,30.563,
PC,2015-09-06 13:27:48,1046.683,30.237,
PC,2015-09-06 13:39:48,1046.683,30.047,
PC,2015-09-06 13:51:48,1046.683,30.337,
PC,2015-09-06 14:03:48,1046.275,30.75,
PC,2015-09-06 14:15:48,1046.508,30.877,
PC,2015-09-06 14:27:48,1046.625,30.467,
PC,2015-09-06 14:39:48,1046.333,30.177,
PC,2015-09-06 14:51:48,1046.333,29.837,
PC,2015-09-06 15:03:48,1046.683,29.563,
PC,2015-09-06 15:15:48,1046.508,29.28,
PC,2015-09-06 15:27:48,1046.1,29.313,
PC,2015-09-06 15:39:48,1045.925,29.25,
PC,2015-09-06 15:51:48,1045.925,28.967,
PC,2015-09-06 16:03:48,1046.333,28.62,
PC,2015-09-06 16:15:48,1046.158,28.253,
PC,2015-09-06 16:27:48,1046.158,28.12,
PC,2015-09-06 16:39:48,1045.983,28.113,
PC,2015-09-06 16:51:48,1046.158,28,
PC,2015-09-06 17:03:48,1045.925,27.91,
PC,2015-09-06 17:15:48,1045.925,28.197,
PC,2015-09-06 17:27:48,1045.925,28.273,
PC,2015-09-06 17:39:48,1046.158,27.827,
PC,2015-09-06 17:51:48,1045.983,27.343,
PC,2015-09-06 18:03:48,1045.983,26.883,
PC,2015-09-06 18:15:48,1045.983,26.377,
PC,2015-09-06 18:27:48,1045.808,25.903,
PC,2015-09-06 18:39:48,1045.983,25.493,
PC,2015-09-06 18:51:48,1045.808,25.127,
PC,2015-09-06 19:03:48,1045.983,24.793,
PC,2015-09-06 19:15:48,1045.983,24.517,
PC,2015-09-06 19:27:48,1045.983,24.287,
PC,2015-09-06 19:39:48,1045.692,24.087,
PC,2015-09-06 19:51:48,1045.983,23.91,
PC,2015-09-06 20:03:48,1045.983,23.807,
PC,2015-09-06 20:15:48,1046.392,23.717,
PC,2015-09-06 20:27:48,1046.392,23.64,
PC,2015-09-06 20:39:48,1046.567,23.587,
PC,2015-09-06 20:51:48,1046.392,23.543,
PC,2015-09-06 21:03:48,1046.392,23.433,
PC,2015-09-06 21:15:48,1046.392,23.333,
PC,2015-09-06 21:27:48,1046.567,23.197,
PC,2015-09-06 21:39:48,1046.042,23.133,
PC,2015-09-06 21:51:48,1045.867,23.083,
PC,2015-09-06 22:03:48,1045.692,22.927,
PC,2015-09-06 22:15:48,1046.042,22.78,
PC,2015-09-06 22:27:48,1045.808,22.613,
PC,2015-09-06 22:39:48,1045.983,22.46,
PC,2015-09-06 22:51:48,1045.692,22.37,
PC,2015-09-06 23:03:48,1045.692,22.307,
PC,2015-09-06 23:15:48,1045.983,22.223,
PC,2015-09-06 23:27:48,1045.867,22.12,
PC,2015-09-06 23:39:48,1045.633,21.993,
PC,2015-09-06 23:51:48,1045.692,21.927,
PC,2015-09-07 00:03:48,1045.692,21.843,
PC,2015-09-07 00:15:48,1045.633,21.753,
PC,2015-09-07 00:27:48,1045.458,21.613,
PC,2015-09-07 00:39:48,1045.458,21.467,
PC,2015-09-07 00:51:48,1045.342,21.357,
PC,2015-09-07 01:03:48,1045.167,21.293,
PC,2015-09-07 01:15:48,1044.933,21.177,
PC,2015-09-07 01:27:48,1044.933,21.003,
PC,2015-09-07 01:39:48,1044.933,20.773,
PC,2015-09-07 01:51:48,1044.583,20.493,
PC,2015-09-07 02:03:48,1044.758,20.19,
PC,2015-09-07 02:15:48,1044.933,19.917,
PC,2015-09-07 02:27:48,1044.758,19.663,
PC,2015-09-07 02:39:48,1044.583,19.39,
PC,2015-09-07 02:51:48,1044.583,19.14,
PC,2015-09-07 03:03:48,1044.817,18.893,
PC,2015-09-07 03:15:48,1044.933,18.687,
PC,2015-09-07 03:27:48,1044.817,18.49,
PC,2015-09-07 03:39:48,1044.817,18.317,
PC,2015-09-07 03:51:48,1044.817,18.17,
PC,2015-09-07 04:03:48,1044.992,18.01,
PC,2015-09-07 04:15:48,1045.167,17.877,
PC,2015-09-07 04:27:48,1044.992,17.833,
PC,2015-09-07 04:39:48,1045.342,17.713,
PC,2015-09-07 04:51:48,1044.992,17.627,
PC,2015-09-07 05:03:48,1045.342,17.513,
PC,2015-09-07 05:15:48,1045.4,17.413,
PC,2015-09-07 05:27:48,1045.4,17.313,
PC,2015-09-07 05:39:48,1045.4,17.22,
PC,2015-09-07 05:51:48,1045.342,17.18,
PC,2015-09-07 06:03:48,1045.75,17.137,
PC,2015-09-07 06:15:48,1045.75,17.287,
PC,2015-09-07 06:27:48,1045.925,17.487,
PC,2015-09-07 06:39:48,1046.1,17.89,
PC,2015-09-07 06:51:48,1046.275,18.417,
PC,2015-09-07 07:03:48,1046.275,19.06,
PC,2015-09-07 07:15:48,1045.867,19.69,
PC,2015-09-07 07:27:48,1046.275,20.293,
PC,2015-09-07 07:39:48,1046.275,20.987,
PC,2015-09-07 07:51:48,1046.217,21.82,
PC,2015-09-07 08:03:48,1045.867,22.607,
PC,2015-09-07 08:15:48,1046.217,23.357,
PC,2015-09-07 08:27:48,1046.392,23.933,
PC,2015-09-07 08:39:48,1046.158,24.273,
PC,2015-09-07 08:51:48,1046.392,24.55,
PC,2015-09-07 09:03:48,1046.333,24.75,
PC,2015-09-07 09:15:48,1046.217,25.05,
PC,2015-09-07 09:27:48,1046.158,25.64,
PC,2015-09-07 09:39:48,1046.333,26.25,
PC,2015-09-07 09:51:48,1046.333,26.807,
PC,2015-09-07 10:03:48,1046.333,27.337,
PC,2015-09-07 10:15:48,1046.158,27.82,
PC,2015-09-07 10:27:48,1046.158,28.183,
PC,2015-09-07 10:39:48,1046.508,28.467,
PC,2015-09-07 10:51:48,1046.1,28.813,
PC,2015-09-07 11:03:48,1045.925,29.093,
PC,2015-09-07 11:15:48,1046.1,29.293,
PC,2015-09-07 11:27:48,1045.75,29.53,
PC,2015-09-07 11:39:48,1045.925,29.787,
PC,2015-09-07 11:51:48,1045.925,30.037,
PC,2015-09-07 12:03:48,1046.1,30.19,
PC,2015-09-07 12:15:48,1045.925,30.373,
PC,2015-09-07 12:27:48,1045.575,30.54,
PC,2015-09-07 12:39:48,1045.75,30.723,
PC,2015-09-07 12:51:48,1045.692,30.853,
PC,2015-09-07 13:03:48,1045.342,30.963,
PC,2015-09-07 13:15:48,1045.342,31.107,
PC,2015-09-07 13:27:48,1044.992,31.18,
PC,2015-09-07 13:39:48,1044.992,31.27,
PC,2015-09-07 13:51:48,1044.583,31.5,
PC,2015-09-07 14:03:48,1044.408,31.703,
PC,2015-09-07 14:15:48,1044.408,31.733,
PC,2015-09-07 14:27:48,1044.408,31.923,
PC,2015-09-07 14:39:48,1044.233,32.14,
PC,2015-09-07 14:51:48,1044.058,32.243,
PC,2015-09-07 15:03:48,1043.475,32.293,
PC,2015-09-07 15:15:48,1044,32.323,
PC,2015-09-07 15:27:48,1043.708,32.433,
PC,2015-09-07 15:39:48,1043.475,32.57,
PC,2015-09-07 15:51:48,1043.65,32.607,
PC,2015-09-07 16:03:48,1043.65,32.507,
PC,2015-09-07 16:15:48,1043.65,32.353,
PC,2015-09-07 16:27:48,1043.475,32.157,
PC,2015-09-07 16:39:48,1043.708,32.003,
PC,2015-09-07 16:51:48,1043.825,31.807,
PC,2015-09-07 17:03:48,1043.708,31.487,
PC,2015-09-07 17:15:48,1043.708,31.1,
PC,2015-09-07 17:27:48,1043.475,30.68,
PC,2015-09-07 17:39:48,1044.058,30.127,
PC,2015-09-07 17:51:48,1043.533,29.273,
PC,2015-09-07 18:03:48,1043.883,28.343,
PC,2015-09-07 18:15:48,1043.533,27.427,
PC,2015-09-07 18:27:48,1043.767,26.563,
PC,2015-09-07 18:39:48,1043.767,25.787,
PC,2015-09-07 18:51:48,1043.767,25.093,
PC,2015-09-07 19:03:48,1043.942,24.517,
PC,2015-09-07 19:15:48,1043.767,24.063,
PC,2015-09-07 19:27:48,1043.942,23.69,
PC,2015-09-07 19:39:48,1044,23.363,
PC,2015-09-07 19:51:48,1044.175,23.07,
PC,2015-09-07 20:03:48,1044.175,22.85,
PC,2015-09-07 20:15:48,1044.175,22.67,
PC,2015-09-07 20:27:48,1044.35,22.523,
PC,2015-09-07 20:39:48,1044.35,22.44,
PC,2015-09-07 20:51:48,1044.525,22.357,
PC,2015-09-07 21:03:48,1044.525,22.287,
PC,2015-09-07 21:15:48,1044.175,22.197,
PC,2015-09-07 21:27:48,1044.35,22.167,
PC,2015-09-07 21:39:48,1044.175,22.147,
PC,2015-09-07 21:51:48,1044.35,22.12,
PC,2015-09-07 22:03:48,1044.525,22.077,
PC,2015-09-07 22:15:48,1044.583,21.947,
PC,2015-09-07 22:27:48,1044.525,21.767,
PC,2015-09-07 22:39:48,1044.35,21.677,
PC,2015-09-07 22:51:48,1044.175,21.57,
PC,2015-09-07 23:03:48,1044.583,21.427,
PC,2015-09-07 23:15:48,1044.525,21.287,
PC,2015-09-07 23:27:48,1044.583,21.153,
PC,2015-09-07 23:39:48,1044.408,20.973,
PC,2015-09-07 23:51:48,1044.525,20.833,
PC,2015-09-08 00:03:48,1044.175,20.723,
PC,2015-09-08 00:15:48,1044.233,20.66,
PC,2015-09-08 00:27:48,1044.175,20.583,
PC,2015-09-08 00:39:48,1043.883,20.467,
PC,2015-09-08 00:51:48,1043.65,20.35,
PC,2015-09-08 01:03:48,1043.825,20.26,
PC,2015-09-08 01:15:48,1043.3,20.133,
PC,2015-09-08 01:27:48,1043.3,20.057,
PC,2015-09-08 01:39:48,1043.475,19.943,
PC,2015-09-08 01:51:48,1043.3,19.87,
PC,2015-09-08 02:03:48,1043.3,19.803,
PC,2015-09-08 02:15:48,1043.3,19.717,
PC,2015-09-08 02:27:48,1043.067,19.717,
PC,2015-09-08 02:39:48,1043.067,19.703,
PC,2015-09-08 02:51:48,1043.067,19.663,
PC,2015-09-08 03:03:48,1043.067,19.63,
PC,2015-09-08 03:15:48,1043.3,19.623,
PC,2015-09-08 03:27:48,1043.417,19.603,
PC,2015-09-08 03:39:48,1043.475,19.617,
PC,2015-09-08 03:51:48,1043.475,19.65,
PC,2015-09-08 04:03:48,1043.65,19.603,
PC,2015-09-08 04:15:48,1043.3,19.497,
PC,2015-09-08 04:27:48,1043.475,19.39,
PC,2015-09-08 04:39:48,1043.475,19.403,
PC,2015-09-08 04:51:48,1043.475,19.363,
PC,2015-09-08 05:03:48,1043.475,19.323,
PC,2015-09-08 05:15:48,1043.475,19.303,
PC,2015-09-08 05:27:48,1044,19.35,
PC,2015-09-08 05:39:48,1044,19.35,
PC,2015-09-08 05:51:48,1044,19.31,
PC,2015-09-08 06:03:48,1044.233,19.343,
PC,2015-09-08 06:15:48,1044.583,19.417,
PC,2015-09-08 06:27:48,1044.408,19.597,
PC,2015-09-08 06:39:48,1044.408,19.863,
PC,2015-09-08 06:51:48,1044.233,20.253,
PC,2015-09-08 07:03:48,1043.825,20.787,
PC,2015-09-08 07:15:48,1044.233,21.427,
PC,2015-09-08 07:27:48,1044.175,22.1,
PC,2015-09-08 07:39:48,1044,22.843,
PC,2015-09-08 07:51:48,1044.175,23.467,
PC,2015-09-08 08:03:48,1043.825,24.07,
PC,2015-09-08 08:15:48,1043.767,24.87,
PC,2015-09-08 08:27:48,1043.767,25.767,
PC,2015-09-08 08:39:48,1043.592,26.537,
PC,2015-09-08 08:51:48,1043.883,27.153,
PC,2015-09-08 09:03:48,1043.767,27.647,
PC,2015-09-08 09:15:48,1043.883,28.133,
PC,2015-09-08 09:27:48,1043.767,28.66,
PC,2015-09-08 09:39:48,1043.883,29.127,
PC,2015-09-08 09:51:48,1044.233,29.48,
PC,2015-09-08 10:03:48,1044.058,29.833,
PC,2015-09-08 10:15:48,1044.058,30.277,
PC,2015-09-08 10:27:48,1043.883,30.633,
PC,2015-09-08 10:39:48,1043.475,30.927,
PC,2015-09-08 10:51:48,1043.3,31.173,
PC,2015-09-08 11:03:48,1043.125,31.383,
PC,2015-09-08 11:15:48,1043.183,31.537,
PC,2015-09-08 11:27:48,1043.125,31.74,
PC,2015-09-08 11:39:48,1043.125,31.953,
PC,2015-09-08 11:51:48,1043.3,32.157,
PC,2015-09-08 12:03:48,1043.475,32.41,
PC,2015-09-08 12:15:48,1043.067,32.66,
PC,2015-09-08 12:27:48,1042.717,32.817,
PC,2015-09-08 12:39:48,1042.717,32.97,
PC,2015-09-08 12:51:48,1042.367,33.13,
PC,2015-09-08 13:03:48,1042.892,33.19,
PC,2015-09-08 13:15:48,1042.367,33.467,
PC,2015-09-08 13:27:48,1042.367,33.73,
PC,2015-09-08 13:39:48,1042.367,33.923,
PC,2015-09-08 13:51:48,1042.133,34.047,
PC,2015-09-08 14:03:48,1041.783,33.7,
PC,2015-09-08 14:15:48,1042.017,33.087,
PC,2015-09-08 14:27:48,1041.667,32.657,
PC,2015-09-08 14:39:48,1041.608,32.537,
PC,2015-09-08 14:51:48,1041.433,32.557,
PC,2015-09-08 15:03:48,1041.433,32.637,
PC,2015-09-08 15:15:48,1041.083,33,
PC,2015-09-08 15:27:48,1040.5,33.583,
PC,2015-09-08 15:39:48,1040.5,34.083,
PC,2015-09-08 15:51:48,1040.325,34.36,
PC,2015-09-08 16:03:48,1040.442,34.483,
PC,2015-09-08 16:15:48,1040.617,34.37,
PC,2015-09-08 16:27:48,1040.617,34.223,
PC,2015-09-08 16:39:48,1040.675,34.057,
PC,2015-09-08 16:51:48,1040.733,33.817,
PC,2015-09-08 17:03:48,1040.675,33.407,
PC,2015-09-08 17:15:48,1040.675,32.76,
PC,2015-09-08 17:27:48,1040.5,32.417,
PC,2015-09-08 17:39:48,1040.5,32.077,
PC,2015-09-08 17:51:48,1040.675,31.617,
